Gene name,GBM12-EV,GBM12_shPDK1,GBM12_shPDK1 set2
SZRD1,57.8,47,50.66
SZRD1,57.88,47.13,50.75
SZRD1,58.53,47.63,51.4
SZRD1,58.68,47.75,51.5
AL832937,57.9,47.4,50.68
SPATA21,12.04,9.99,11.04
SPATA21,0.01,0.03,0.02
SPATA21,0.01,0.03,0.01
NECAP2,17.62,14.1,15.59
NECAP2,17.84,14.33,15.74
NECAP2,16.81,13.4,14.9
NECAP2,17.68,14.59,15.84
CROCCP3,1.17,1.06,0.85
CROCCP3,1.19,0.68,0.69
BC036435,0.16,0.1,0.05
AX747988,0.19,0.12,0.13
NBPF1,9.5,7.45,6.8
NBPF1,7.93,6.17,5.8
NBPF1,8.07,6.1,5.67
NBPF1,5.24,4,3.77
NBPF1,7.01,4.81,6.47
NBPF1,8.07,6.12,9.28
NBPF1,9.95,7.49,11
CROCCP2,12.11,9.82,12.06
CROCCP2,11.31,9.1,11.27
CROCCP2,10.55,8.64,10.6
CROCCP2,8.06,6.47,8.07
CROCCP2,7.43,5.92,7.75
BC015342,0.56,0.6,0.33
FLJ00313,3.18,2.47,3.15
FLJ00313,6.12,4.76,5.94
MST1P2,0.51,1.04,0.7
MST1P2,0.41,0.88,0.54
MST1P2,0.63,1.28,0.84
MST1P2,0.46,0.95,0.58
MST1P2,0.65,1.32,0.69
MST1P2,0.65,1.22,0.81
MST1P2,0.71,1.42,0.88
ESPNP,0.01,0.05,0.02
CROCC,2.36,1.87,2
MST1L,0.23,0.3,0.18
MST1L,0.16,0.2,0.13
AK125737,0.22,0.18,0.09
BC070363,1.18,0.54,0.45
CROCC,4.55,4,3.89
CROCC,3.65,2.78,2.94
CROCC,4.15,3.96,3.66
CROCC,3.4,3.41,3.39
MFAP2,1.5,1.79,1.4
MFAP2,1.41,1.63,1.33
MFAP2,1.5,1.76,1.38
MFAP2,1.41,1.59,1.3
ATP13A2,20.53,13.26,18.96
ATP13A2,20.51,13.2,18.92
ATP13A2,19.65,12.54,18.18
ATP13A2,8.41,5.45,7.57
ATP13A2,10.74,6.95,10.04
SDHB,66.13,64.3,84.14
PADI2,0.01,0.12,0.1
PADI2,0.01,0.11,0.11
PADI2,0,0.12,0.06
PADI1,0,0,0.01
PADI1,0.01,0,0.01
PADI1,0.01,0,0.01
PADI1,0.01,0,0.01
PADI1,0.01,0,0.01
PADI3,0.02,0.01,0.02
RCC2,70.76,70.95,72.6
RCC2,68.47,68.74,70.25
ARHGEF10L,0.55,0.76,0.82
ARHGEF10L,10.29,14.03,15.36
ARHGEF10L,11.73,16.4,17.72
ARHGEF10L,12.36,17.36,18.64
ARHGEF10L,12.32,17.39,18.66
ARHGEF10L,9.87,14,15.21
ARHGEF10L,9.62,13.82,14.84
ARHGEF10L,11.43,16.49,17.63
ARHGEF10L,11.06,15.92,17.02
ARHGEF10L,11.7,16.97,17.93
ARHGEF10L,6.51,10.71,10.82
ACTL8,0.01,0,0
IGSF21,0.18,0.01,0.33
IGSF21,0.1,0.01,0.26
KLHDC7A,0.03,0.12,0.32
KLHDC7A,0.04,0.13,0.3
TAS1R2,0.01,0,0
ALDH4A1,6.84,3.02,4.62
ALDH4A1,5.86,2.54,4.04
ALDH4A1,6.67,2.99,4.5
ALDH4A1,6.49,2.88,4.38
IFFO2,16.57,18.97,19.79
AX747516,1.72,3.34,2.14
UBR4,14.71,29.78,19.57
UBR4,17.13,34.43,22.99
UBR4,16.51,33.35,22.14
UBR4,16.66,33.52,22.22
UBR4,15.65,32.05,21.28
UBR4,15.98,32.5,21.62
UBR4,11.47,25.29,15.72
UBR4,4.48,10.5,6.05
UBR4,10.14,23.13,13.97
UBR4,6.03,14.11,8.62
UBR4,7.88,18.16,11.06
EMC1,10.94,11.3,9.73
EMC1,17.21,17.18,15.24
EMC1,17.39,17.36,15.4
EMC1,17.27,17.27,15.31
EMC1,16.88,16.92,14.99
MRTO4,29.21,11.53,16.2
AKR7L,0.22,0.13,0.13
AKR7L,0.22,0.11,0.13
AKR7A3,0.32,0.42,0.38
LOC100506730,3.71,3.83,2.78
AKR7A2,21.52,17.53,20.23
AKR7A2,18.64,14.27,17.38
PQLC2,12.4,9.66,10.6
PQLC2,10.94,8.25,9.15
PQLC2,11.59,9.35,9.91
PQLC2,11.39,9.33,9.72
PQLC2,6.81,4.83,5.62
CAPZB,95.2,68.59,85.44
CAPZB,104.61,74.98,93.19
CAPZB,117.65,84.42,105.32
CAPZB,81.42,58.36,72.66
AX748283,0.96,1.28,1.08
Metazoa_SRP,0.04,0.04,0.05
MINOS1,7.43,6.74,6.92
MINOS1,7.54,6.75,7.27
MINOS1,7.72,6.67,7.29
MINOS1,9.02,7.85,8.31
MINOS1,6.5,5.75,6.29
MINOS1-NBL1,35.82,21.63,26.2
MINOS1-NBL1,39.13,23.35,28.45
RPS14P3,0.5,0.43,0.56
NBL1,37.57,22.35,27.37
NBL1,37.91,22.56,27.62
NBL1,36.71,21.85,26.73
NBL1,36.41,21.62,26.52
NBL1,36.64,21.71,26.81
NBL1,37.75,22.46,27.51
NBL1,35.96,21.34,26.17
NBL1,39.63,23.58,28.87
HTR6,0,0,0.02
TMCO4,0.12,0.06,0.06
TMCO4,0.14,0.05,0.07
TMCO4,0.13,0.05,0.07
TMCO4,0.09,0.06,0.09
TMCO4,0.12,0.07,0.11
OTUD3,5.14,5.41,5.68
PLA2G2A,0,0.25,0.29
PLA2G2A,0,0.23,0.27
PLA2G2A,0,0.24,0.27
PLA2G2A,0,0.26,0.3
PLA2G5,0,0.01,0.01
PLA2G5,0,0,0.01
PLA2G2F,0,0.01,0
UBXN10,0.01,0,0
UBXN10,0.02,0,0.02
VWA5B1,0.63,0.55,0.36
VWA5B1,0.28,0.02,0.03
VWA5B1,0.27,0.02,0.03
VWA5B1,0.21,0.01,0.01
VWA5B1,0.23,0.02,0.01
LOC339505,0.01,0,0
CAMK2N1,51.55,29.24,23.52
MUL1,17.36,14.77,17.19
FAM43B,0.97,2.13,1.61
CDA,0,0,0.03
CDA,0,0,0.03
CDA,0,0,0.04
PINK1,26.85,22.5,21.1
PINK1,26.02,21.43,20.1
DDOST,109.11,82.28,96.3
DDOST,103.09,77.98,91.47
DDOST,102.68,77.13,90.81
KIF17,0.26,0.39,0.45
KIF17,0.24,0.42,0.49
KIF17,0.23,0.42,0.45
KIF17,0.23,0.42,0.44
SH2D5,0.23,0.1,0.37
SH2D5,0.22,0.1,0.38
SH2D5,0.25,0.11,0.43
HP1BP3,70.18,51.15,64.19
HP1BP3,55.58,40.88,51.22
HP1BP3,66.37,47.96,60.62
HP1BP3,72.4,52.51,66.16
HP1BP3,74.54,53.99,67.94
HP1BP3,74,54.13,67.87
HP1BP3,32.61,22.72,29.97
HP1BP3,27.28,19.72,24.69
EIF4G3,28.76,39.15,26.47
EIF4G3,28.83,39.43,26.93
EIF4G3,28.24,38.13,26
EIF4G3,28.52,38.91,26.57
EIF4G3,27.34,37.4,25.57
EIF4G3,27.68,37.92,25.92
EIF4G3,24.84,35.73,25.61
EIF4G3,25.09,35.64,25.46
EIF4G3,21.14,30.47,21.57
ECE1,30.11,58.89,38.3
ECE1,31.45,61.58,40.07
ECE1,31.4,61.5,40.01
ECE1,30.94,60.47,39.39
ECE1,31.62,61.9,40.31
ECE1,24.96,50.83,33.08
AX747766,0.81,0.74,0.76
LOC100506801,0.04,0.04,0.03
AK098438,0.28,0.21,0.26
NBPF3,2.94,2.04,2.55
NBPF3,2.75,1.85,2.5
NBPF3,2.57,1.73,2.31
NBPF3,2.63,1.85,2.4
ALPL,0.29,0.57,1.8
ALPL,0.28,0.55,1.73
ALPL,0.26,0.53,1.7
ALPL,0.27,0.54,1.75
ALPL,0.28,0.54,1.73
RAP1GAP,3.14,1.97,5.53
RAP1GAP,3.38,2.09,5.83
RAP1GAP,3.07,1.91,5.29
RAP1GAP,3.34,2.06,5.75
RAP1GAP,1.85,1.17,3.26
USP48,12.71,12.67,12.31
USP48,19.89,19,19.78
USP48,18.93,18.08,18.84
USP48,19.14,18.32,19.01
USP48,19.09,18.27,18.94
USP48,5.42,5.27,5.56
USP48,21.54,20.68,21.91
USP48,16.49,16.14,17.02
LDLRAD2,0.94,1.9,1.01
LDLRAD2,0.68,1.32,0.66
HSPG2,2.42,4.69,2.68
HSPG2,2.67,5.75,3.1
HSPG2,2.66,5.73,3.09
HSPG2,1.73,4.36,2.36
CELA3B,0.09,0.07,0.08
LINC00339,3.37,3.3,2.65
LINC00339,3.87,3.74,2.92
CDC42,89.03,66.08,81.73
CDC42,42.28,31.34,38.92
CDC42,112.11,85.49,104.69
CDC42,118.59,90.52,110.85
CDC42,111.08,84.71,103.93
CDC42,109.16,83.29,102.18
CDC42,122.04,93.02,114.1
WNT4,0.07,0.02,0.22
WNT4,0.06,0.02,0.21
ZBTB40,5.13,4.62,4.76
ZBTB40,5.33,4.8,4.96
ZBTB40,5.22,4.74,4.92
ZBTB40,4.15,3.63,3.49
EPHA8,0,0.01,0
C1QA,0.02,0,0
EPHB2,10.21,3.72,4.18
EPHB2,9.42,3.27,3.78
EPHB2,9.58,3.36,3.85
EPHB2,9.18,3.22,3.69
AK025975,0.75,0.05,0.07
LOC729059,0.05,0.08,0.05
KDM1A,60.69,50.18,66.89
KDM1A,64.22,52.89,71.16
LUZP1,7.18,7.63,5.69
LUZP1,7.26,7.69,5.75
LUZP1,6.41,6.72,5.16
LUZP1,6.73,7.03,5.39
HTR1D,0.1,0.09,0.13
HNRNPR,78.85,51.91,80.87
HNRNPR,93.08,61.21,95.37
HNRNPR,90.13,59.29,92.14
HNRNPR,98.7,64.81,100.74
HNRNPR,95.73,62.88,97.47
HNRNPR,95.34,62.5,97.47
HNRNPR,87.48,58.14,90.42
HNRNPR,93.03,61.73,95.74
ZNF436,29.01,53.13,23.6
ZNF436,29.75,54.57,23.97
C1orf213,3.83,6.13,3.19
C1orf213,3.46,4.03,2.65
TCEA3,4.9,3.88,1.78
TCEA3,3.76,3.88,1.6
TCEA3,4.69,3.4,1.77
TCEA3,3.5,2.6,1.14
ASAP3,18.32,26.2,21.71
ASAP3,17.61,24.91,21.03
ASAP3,17.74,25.09,21.31
ASAP3,17.36,24.5,20.73
ASAP3,12.95,18.47,17.68
BC038455,0.59,0.63,0.56
E2F2,2.7,1.05,1.95
AX748204,0.23,0.33,0.21
ID3,338.14,545.78,361.13
MDS2,0.19,0.11,0.14
MDS2,0.21,0.13,0.14
RPL11,1502.28,877.06,1282.57
RPL11,1497.64,874.19,1277.76
TCEB3,24.68,17.33,19.68
LOC100506963,15.39,10.67,11.96
PITHD1,28.38,21.53,28.32
PITHD1,27.53,21.12,27.68
LYPLA2,23.98,16.78,20.33
GALE,11.89,7.46,10.43
GALE,11.89,7.45,10.4
GALE,12.21,7.65,10.67
GALE,9.4,5.98,8.02
GALE,3.27,2.76,3.36
HMGCL,17.57,19.55,19.43
HMGCL,17.75,20.13,20.13
HMGCL,12.73,14.18,14.15
HMGCL,6.7,7.13,7.17
HMGCL,14.47,15.01,15.7
FUCA1,3.15,1.39,3.4
FUCA1,2.29,0.94,2.37
FUCA1,1.9,0.82,2.15
CNR2,0.01,0,0
CNR2,0.01,0,0
PNRC2,3.07,1.72,2.74
PNRC2,0,0,0.04
AK054635,0.24,0.24,0.19
SRSF10,1.04,0.82,0.75
SRSF10,1.03,0.78,0.77
SRSF10,1.04,0.79,0.77
SRSF10,1.06,0.81,0.79
SRSF10,0.03,0.04,0.02
SRSF10,1.14,1.11,1.06
SRSF10,1.14,1.12,1.06
MYOM3,3.55,4.47,4.18
MYOM3,3.43,4.43,4.13
MYOM3,2.89,3.73,3.48
MYOM3,1.92,2.6,2.35
MYOM3,0.76,0.98,0.9
IL22RA1,0.01,0.04,0.03
IL22RA1,0.01,0.04,0.02
IL22RA1,0.01,0.04,0.02
IL22RA1,0.01,0.04,0.02
IFNLR1,1.8,2.35,1.93
IFNLR1,1.77,2.31,1.9
IFNLR1,1.82,2.38,1.95
IFNLR1,1.82,2.37,1.95
LOC284632,0.07,0.21,0.11
GRHL3,0,0.01,0.02
GRHL3,0.01,0.02,0.01
GRHL3,0,0.02,0.02
GRHL3,0,0.02,0.02
GRHL3,0,0.02,0.01
STPG1,0.69,0.4,0.22
STPG1,0.71,0.39,0.23
STPG1,0.8,0.42,0.25
STPG1,0.75,0.4,0.24
STPG1,0.75,0.39,0.24
STPG1,0.27,0.22,0.2
NIPAL3,2.62,2.47,1.6
NIPAL3,4.71,4.39,2.55
NIPAL3,4.57,4.27,2.46
NIPAL3,0.54,0.54,0.32
RCAN3AS,0,0,0.04
RCAN3AS,0,0,0.03
RCAN3AS,0,0,0.04
RCAN3AS,0,0,0.05
RCAN3,6.78,2.34,2.66
RCAN3,6.75,2.26,2.58
RCAN3,6.69,2.29,2.58
RCAN3,6.7,2.3,2.63
RCAN3,6.51,2.18,2.42
RCAN3,6.52,2.18,2.5
RCAN3,6.72,2.31,2.63
RCAN3,6.92,2.31,2.6
RCAN3,6.85,2.37,2.65
RCAN3,6.88,2.35,2.67
NCMAP,0.27,0.33,0.21
SRRM1,14.74,17.48,13.82
SRRM1,14.51,17.32,13.52
SRRM1,15.57,18.58,14.44
SRRM1,15.94,19.47,15.13
SRRM1,14.83,18.32,13.78
CLIC4,56.36,75.13,62
CLIC4,57.23,76.43,62.7
Z24749,55.86,73.85,61.75
RUNX3,0,0,0.02
RUNX3,0,0,0.02
RUNX3,0,0,0.02
RUNX3,0,0,0.02
AX747207,0,0,0.02
SYF2,13.55,10.91,14.35
SYF2,11.78,9.4,12.24
SYF2,9.19,7.4,9.58
SYF2,1.07,0.79,0.94
C1orf63,7.53,8.73,7.94
C1orf63,7.34,8.09,6.75
C1orf63,4.98,5.45,4.63
RHD,0.07,0.08,0.09
RHD,0.47,0.59,0.36
RHD,0.52,0.65,0.38
RHD,0.47,0.59,0.35
RHD,0.49,0.6,0.35
RHD,0.47,0.57,0.33
RHD,0.51,0.63,0.37
RHD,0.47,0.58,0.34
RHD,0.5,0.62,0.37
AX747205,0.22,0.16,0.25
TMEM50A,26.65,20.67,23.05
TMEM50A,25.06,18.77,21.15
TMEM50A,20.72,15.96,17.8
TMEM50A,18.77,13.81,15.54
RHCE,0.27,0.3,0.26
RHCE,0.28,0.3,0.24
RHCE,0.23,0.17,0.24
RHCE,0.24,0.17,0.2
RHCE,0.28,0.32,0.25
RHCE,0.29,0.32,0.25
RHCE,0.29,0.32,0.32
TMEM57,6.73,6.28,7.23
TMEM57,6.59,5.72,6.61
TMEM57,5.93,5.04,5.78
TMEM57,5.7,4.7,5.46
LDLRAP1,4.92,4.83,3.36
LDLRAP1,4.73,4.64,3.2
LDLRAP1,4.59,4.51,3.1
MAN1C1,3.74,10.26,5.19
MAN1C1,3.51,9.63,4.84
SEPN1,37.13,40.84,35.12
SEPN1,38.14,42.02,36.15
MTFR1L,15.66,18.74,19.06
MTFR1L,15.29,18,18.45
MTFR1L,15.08,18.2,18.52
MTFR1L,15.37,18.08,18.61
LOC646471,1.37,2.15,1.61
MTFR1L,14.88,17.8,18.07
MTFR1L,15.2,18.23,18.46
MTFR1L,13.64,16.03,16.3
MTFR1L,10.21,12.32,12.67
AUNIP,1.22,0.53,1.02
PAQR7,2.95,2.82,2.4
PAQR7,3.49,3.42,2.54
STMN1,0.39,0.43,0.44
STMN1,47.5,19.11,35.6
STMN1,165.61,66.28,121.85
STMN1,186.04,74.42,136.83
STMN1,173.74,69.48,126.82
STMN1,188.64,75.42,138.75
MIR3917,0,0.15,0
PAFAH2,2.09,2.33,1.87
PAFAH2,2.05,2.28,1.81
EXTL1,0.03,0,0.01
SLC30A2,0.04,0.03,0.14
SLC30A2,0.03,0.02,0.15
TRIM63,0.05,0.01,0.02
PDIK1L,3.16,2.31,2.65
PDIK1L,3.14,2.26,2.62
PDIK1L,3.26,2.38,2.74
FAM110D,0.08,0.01,0.03
FAM110D,0.05,0.02,0
ZNF593,9.55,5.52,10.35
CNKSR1,0.07,0.04,0.06
CNKSR1,0.09,0.03,0.07
CNKSR1,0.09,0.04,0.07
CNKSR1,0.09,0.03,0.07
CNKSR1,0.08,0.03,0.07
BC030768,0.92,1.26,0.88
CEP85,5.96,4.96,6.97
CEP85,5.9,4.95,6.96
CEP85,5.8,4.83,6.77
CEP85,5.48,4.82,6.41
SH3BGRL3,28.21,28.53,23.35
UBXN11,1.35,1.27,0.99
UBXN11,1.47,1.24,1.13
UBXN11,1.54,1.43,1.09
UBXN11,1.61,1.41,1.26
UBXN11,1.35,1.25,0.97
UBXN11,1,1.15,0.63
UBXN11,0.91,1.05,0.62
CD52,0.49,1.07,0.88
AIM1L,0,0,0
LIN28A,0.01,0,0.02
LIN28A,0.11,0.13,0.13
DHDDS,6.47,7.15,9.62
DHDDS,6.54,7.31,9.81
DHDDS,6.19,7.02,9.27
DHDDS,6.39,7.22,9.58
DHDDS,6.33,7.08,9.54
AL050085,0.18,0.09,0.04
HMGN2,68.41,27.54,56.06
RPS6KA1,1.61,1.34,2.01
RPS6KA1,1.5,1.31,1.94
RPS6KA1,1.25,0.96,1.52
RPS6KA1,1.56,1.3,1.97
RPS6KA1,1.44,1.22,1.83
ARID1A,8.59,11.56,10.35
ARID1A,9.24,12.5,10.97
ARID1A,9.48,12.78,11.18
ARID1A,9.05,12.14,10.91
ARID1A,10.45,14.18,12.17
ARID1A,10.4,14.07,12.13
ARID1A,10.24,13.89,11.76
PIGV,1.39,1.8,1.55
PIGV,1.2,1.63,1.38
PIGV,1.29,1.75,1.36
BC016143,8.34,10.68,8.68
ZDHHC18,9.65,7.52,9.42
ZDHHC18,6.83,5.84,7.34
SFN,0.03,0,0.04
SFN,0.04,0,0.04
GPN2,6.07,4.73,5.34
GPATCH3,3.66,2.47,3.27
GPATCH3,3.76,2.57,3.38
NR0B2,0.02,0,0
NUDC,53.7,32.13,39.35
C1orf172,0,0.01,0.01
TRNP1,6.8,5.27,4.47
TRNP1,4.05,3.49,2.43
FAM46B,1.2,10.11,4.55
SLC9A1,2.85,4.75,2.31
SLC9A1,3.73,6.24,3.2
SLC9A1,3.64,6.1,3.17
SLC9A1,3.32,5.38,2.92
DL490887,20.87,11.12,22.24
WDTC1,10.9,11.52,10.73
WDTC1,10.78,11.41,10.66
WDTC1,12.21,13.14,11.84
TMEM222,20.7,13.63,15.68
TMEM222,23.22,14.97,17.16
TMEM222,23.5,15.37,17.49
TMEM222,26.18,16.79,19.05
LOC644961,0.98,0.61,0.81
SYTL1,0,0.03,0.02
SYTL1,0,0.03,0.02
SYTL1,0.01,0.02,0
SYTL1,0,0.03,0.02
MAP3K6,2.51,2.82,2.48
MAP3K6,2.52,2.83,2.45
MAP3K6,2.83,2.81,2.29
FCN3,0.01,0.03,0
FCN3,0.01,0.03,0
GPR3,2.32,1.74,1.86
GPR3,2.22,1.47,1.47
WASF2,26.36,34.77,33.39
WASF2,25.93,34.11,32.77
AHDC1,9.1,10.95,8.07
AHDC1,9.16,11.14,8.04
AHDC1,9.56,11.7,8.38
AHDC1,7.39,8.84,6.54
FGR,0.03,0,0.04
FGR,0.02,0,0.03
FGR,0.02,0,0.02
FGR,0.02,0,0.02
FGR,0.02,0,0.02
IFI6,11.83,15.35,77.3
IFI6,12.77,16.77,84.08
IFI6,12.03,15.65,78.7
FAM76A,2.7,2.8,2.76
FAM76A,3.54,3.24,3.01
FAM76A,3.58,3.27,3.06
FAM76A,3.55,3.23,3.04
FAM76A,3.6,3.26,3.09
FAM76A,3.53,3.14,2.96
STX12,31.34,36.53,37.25
PPP1R8,32.36,26.74,28.52
PPP1R8,30.33,24.9,26.23
PPP1R8,28.32,23.38,24.99
PPP1R8,25.07,20.51,21.7
SCARNA1,0.16,0,0
PPP1R8,32.31,27.53,29.48
THEMIS2,1.56,3.95,4.72
THEMIS2,1.76,4.74,5.27
THEMIS2,1.53,4.28,4.9
THEMIS2,1.53,4.02,4.81
THEMIS2,1.55,3.97,4.8
RPA2,41.33,20.15,28.72
RPA2,35.73,17.28,24.87
XKR8,0.53,0.3,0.19
EYA3,5.42,5.98,5.61
EYA3,5.35,5.92,5.52
EYA3,5.54,6.14,5.75
EYA3,6.44,6.96,8.02
EYA3,5.82,6.1,7.24
EYA3,6.06,6.51,7.66
PTAFR,0.34,0.53,0.29
PTAFR,0.35,0.54,0.29
PTAFR,0.35,0.55,0.3
PTAFR,0.35,0.56,0.3
PTAFR,0.07,0.01,0
DNAJC8,75.24,49.75,69.23
DNAJC8,68.31,45.41,63.27
ATPIF1,56.16,38.38,47.81
ATPIF1,40.76,27.17,33.49
ATPIF1,21.73,13.96,15.25
SESN2,9.55,27.64,30.56
MED18,8.16,6.57,7.29
MED18,8.59,6.84,7.64
MED18,8.48,6.74,7.54
PHACTR4,8.59,8.66,7.68
PHACTR4,11.79,11.17,10.04
PHACTR4,12.86,12.52,10.79
PHACTR4,12.62,12.25,10.56
PHACTR4,12.76,12.42,10.69
SNHG3,15.91,16.06,19.5
RCC1,33.65,22.88,30.17
RCC1,34.14,23.17,30.61
RCC1,35.01,24.17,31.69
RCC1,35.37,24.08,31.68
RCC1,34.54,23.5,30.94
RCC1,36.03,24.39,32.41
TRNAU1AP,8.67,5.83,6.79
TRNAU1AP,9.73,6.1,7.24
SNHG12,10.93,9.85,15.25
SNHG12,9.4,8.24,11.04
SNHG12,5.11,6.05,6.44
SNHG12,6.78,7.07,8.21
SNHG12,5.55,5.43,6.09
SNORD99,1.49,1.74,1.47
SNORA61,0.8,1.61,1.91
SNORA44,0.39,1.27,0.66
SNORA16A,0.39,0.72,0.55
RAB42,3.33,3.47,2.57
RAB42,3.53,3.39,2.59
RAB42,1.87,0.61,0.65
TAF12,22.09,19.19,20.05
TAF12,28.77,24.99,26.23
TAF12,15,12.93,13.49
RNU11,2.4,0.83,1.61
GMEB1,8.38,7.73,8.6
GMEB1,8.16,7.54,8.37
GMEB1,8.41,7.74,8.62
YTHDF2,29.66,24.8,28.66
YTHDF2,28.23,23.61,27.24
YTHDF2,30.3,25.07,29.03
YTHDF2,24.95,20.7,24.14
OPRD1,4.09,5.99,6.88
EPB41,4.21,12.97,14.89
EPB41,4.12,12.73,14.61
EPB41,4.16,12.75,14.7
EPB41,4.34,13.47,15.46
EPB41,4.3,13.29,15.21
EPB41,2.87,8.82,10.2
EPB41,3.2,9.85,11.64
EPB41,4.28,13.08,14.99
EPB41,3.7,12.14,14.22
EPB41,4.44,13.62,15.64
EPB41,4.42,13.54,15.55
EPB41,4.48,13.62,15.4
TMEM200B,1.62,5.46,5.13
TMEM200B,1.68,5.64,5.27
TMEM200B,0.66,2.43,1.83
SRSF4,49.04,54.37,59.23
SRSF4,46.6,51.18,55.52
SRSF4,14.11,15.3,16.75
MECR,8.74,7.12,6.94
MECR,9.34,7.7,7.43
MECR,6.56,5.47,5.49
MECR,7.2,6.12,6.03
PTPRU,1.62,1.77,1.36
PTPRU,1.61,1.75,1.33
PTPRU,1.63,1.79,1.38
PTPRU,1.65,1.79,1.38
PTPRU,1.23,1.43,1.04
MATN1,0.23,0.17,0.2
MATN1-AS1,0.35,0.56,0.56
LAPTM5,0.27,0.4,0.32
SDC3,117.62,138.74,84.81
SDC3,149.27,175.52,107.22
PUM1,26.87,30.08,27.37
PUM1,25.61,28.62,26.14
PUM1,25.64,28.63,26.17
PUM1,25.54,28.57,26.13
PUM1,25.88,28.98,26.39
PUM1,25.09,28.05,25.61
PUM1,25.13,28.04,25.57
SNORD85,0,0.18,0
NKAIN1,16.58,8.39,15.32
NKAIN1,16.55,8.18,15.27
SNRNP40,22.01,12.42,18
SNRNP40,36.08,20.26,28.5
SNRNP40,29.84,16.68,23.37
ZCCHC17,31.92,14.88,20.76
ZCCHC17,29.85,13.97,19.48
ZCCHC17,28.66,13.39,18.76
ZCCHC17,31.73,14.89,20.67
ZCCHC17,30.44,14.26,19.8
ZCCHC17,30.84,14.47,20.04
FABP3,31.6,27.2,43.08
SERINC2,68.93,101.42,173.47
SERINC2,71.41,105.08,179.73
SERINC2,26.44,37.6,63.32
SERINC2,75.03,110.3,188.54
SERINC2,53.51,78.76,134.4
SERINC2,71.99,106.03,180.99
LOC149086,0,0.01,0
LOC284551,0.07,0.08,0.1
TINAGL1,0,0.01,0.01
TINAGL1,0.14,0.14,0.12
TINAGL1,0.15,0.13,0.12
TINAGL1,0.07,0.08,0.07
TINAGL1,0.17,0.16,0.14
HCRTR1,0.09,0.03,0.08
HCRTR1,0.06,0.04,0.11
HCRTR1,0.1,0.02,0.08
HCRTR1,0.08,0.01,0.09
PEF1,34.21,31.46,40.08
PEF1,31.23,28.69,36.56
PEF1,32.49,30.2,37.82
AX747565,15.92,14.59,18.43
PEF1,4.11,3.15,4.68
COL16A1,4.77,3.02,2.22
COL16A1,4.61,2.82,2.1
COL16A1,3.5,1.91,1.42
BAI2,49.89,66.45,45.23
BAI2,46.03,60.82,41.08
BAI2,44.47,58.71,39.22
BAI2,44.11,58.64,39.01
BAI2,41.78,55.26,36.86
BAI2,41.47,54.87,36.61
BAI2,32.92,43.78,29.79
BAI2,40.73,54.43,36
BAI2,35.26,46.5,30.3
BC069257,0.31,1.91,0.4
SPOCD1,0.26,1.43,0.3
SPOCD1,0.26,1.42,0.28
SPOCD1,0.41,2.26,0.44
SPOCD1,0.36,2.09,0.38
SPOCD1,0.22,1.48,0.38
PTP4A2,54.06,34.43,43.59
PTP4A2,56.63,36.25,45.96
PTP4A2,58.23,38.42,48.42
KHDRBS1,88.53,47.1,81.71
KHDRBS1,85.3,45.15,78.28
KHDRBS1,62.16,35.16,59.63
TMEM39B,7.58,5.93,7.06
TMEM39B,5.44,4.33,4.98
TMEM39B,8.28,6.23,7.42
TMEM39B,8.38,6.77,7.79
TMEM39B,8.1,6.42,7.58
KPNA6,20.44,25.83,23.52
KPNA6,20.08,25.38,23.09
KPNA6,20.04,25.39,23.11
KPNA6,20.48,25.95,23.61
TXLNA,31.26,26.38,29.26
TXLNA,30.42,25.97,28.78
CCDC28B,22.5,23.22,28.95
CCDC28B,29.21,29.44,36.98
IQCC,3.13,2.09,2.71
IQCC,2.86,1.9,2.47
IQCC,2.85,1.94,2.43
DCDC2B,0.29,0.34,0.25
TMEM234,1.86,1.55,1.11
TMEM234,1.91,1.56,1.14
TMEM234,2.12,1.51,1.42
TMEM234,1.7,1.49,1.17
TMEM234,2.94,1.81,1.96
EIF3I,125.08,86.27,107.04
EIF3I,164.5,113.3,140.77
MTMR9LP,1.04,0.37,0.56
MTMR9LP,0.94,0.38,0.51
MTMR9LP,0.89,0.33,0.42
FAM167B,0.15,0.33,0.16
LCK,0,0.01,0
LCK,0,0.01,0
LCK,0,0.01,0
LCK,0,0.01,0
LCK,0,0.01,0
HDAC1,27.2,16,19.55
HDAC1,21.19,12.78,16.24
HDAC1,42.03,23.32,28.22
HDAC1,41.99,23.45,28.32
HDAC1,24.66,15.51,17.03
MARCKSL1,362.31,284.25,301.36
MARCKSL1,366.13,287.12,303.45
FAM229A,2.04,3.95,2.88
TSSK3,2.03,5.31,4.2
BSDC1,36.48,34.63,34.71
BSDC1,34.91,33.35,33.8
BSDC1,35,33.43,33.75
BSDC1,35.13,33.64,33.81
BSDC1,34.3,32.26,32.49
BSDC1,21.51,20.85,20.92
BSDC1,21.73,20.98,21.16
ZBTB8B,0.15,0.07,0.49
ZBTB8A,3.49,3.58,2.85
ZBTB8A,4.42,4.17,3.48
ZBTB8A,4.17,4.32,3.31
ZBTB8OS,3.48,2.4,2.33
ZBTB8OS,17.63,9.43,13.03
ZBTB8OS,16.99,8.98,12.28
RBBP4,33.17,25.83,26.2
RBBP4,32.34,25.24,25.55
RBBP4,29.25,23.18,23.03
RBBP4,32.6,25.43,25.72
SYNC,18.78,14.52,13.87
